isBad_30,CityId,cashTotalAmt,cashTotalCnt,education,idVerify,inCourt,maritalStatus,monthCardLargeAmt,netLength,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,threeVerify,transTotalAmt,transTotalCnt,transCnt_mean,transCnt_non_null_months,transAmt_mean,transAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashAmt_mean,cashAmt_non_null_months,isDue,isCrime,isBlackList,Han,age,sex,card_age
0,二线城市,,,初中,一致,0,已婚,2000.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,2000.0,1.0,1.0,1.0,2000.0,1.0,,,,,0.0,0.0,0.0,1.0,34.0,女,4.0
0,其它,2900.0,6.0,初中,一致,0,未说明,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,1450.0,2.0,0.0,0.0,0.0,1.0,30.0,男,-9.0
1,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,50.0,男,-2.0
0,其它,800.0,1.0,小学,一致,0,已婚,4030.0,24 个月以上,0.85,6400.0,10.0,3000.0,3.0,一致,8960.0,7.0,1.1666666666666667,6.0,1493.333333333333,6.0,1.0,1.0,800.0,1.0,0.0,0.0,0.0,0.0,28.0,男,0.0
0,其它,,,Missing,一致,0,已婚,,,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,男,30.0
0,其它,6800.0,10.0,小学,一致,0,未婚,4530.0,24 个月以上,0.69,650.0,8.0,0.0,0.0,一致,6020.0,12.0,1.2,10.0,599.0,10.0,1.4285714285714286,7.0,971.4285714285713,7.0,0.0,0.0,0.0,1.0,25.0,男,26.0
0,其它,,,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,40.0,男,-1.0
0,其它,,,初中,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,46.0,女,1.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,男,7.0
0,其它,,,初中,一致,1,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,1.0,1.0,39.0,男,40.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,41.0,男,-12.0
1,其它,2000.0,1.0,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2000.0,1.0,0.0,0.0,0.0,1.0,36.0,男,-1.0
1,其它,2000.0,1.0,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2000.0,1.0,0.0,0.0,0.0,1.0,36.0,男,-1.0
0,其它,35200.0,13.0,高中,一致,0,已婚,0.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,3.0,0.0,3.0,4.333333333333333,3.0,11733.333333333336,3.0,0.0,0.0,0.0,0.0,29.0,男,-4.0
0,其它,200.0,1.0,初中,一致,0,未婚,720.0,24 个月以上,0.69,-7090.0,12.0,890.0,5.0,一致,1820.0,10.0,1.1111111111111112,9.0,201.11111111111111,9.0,1.0,1.0,200.0,1.0,0.0,0.0,0.0,1.0,43.0,男,35.0
1,其它,10300.0,14.0,小学,一致,0,未婚,490.0,,0.46,-105390.0,51.0,0.0,0.0,无记录,720.0,7.0,0.5833333333333334,12.0,57.5,12.0,1.4,10.0,1030.0,10.0,0.0,0.0,0.0,0.0,27.0,女,0.0
1,其它,,,初中,一致,0,未婚,0.0,,0.98,0.0,0.0,0.0,0.0,一致,0.0,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,1.0,1.0,38.0,男,34.0
0,其它,,,初中,一致,0,已婚,11000.0,24 个月以上,0.85,-120000.0,1.0,0.0,0.0,一致,23980.0,15.0,4.25,4.0,5995.0,4.0,,,,,0.0,0.0,0.0,1.0,38.0,男,10.0
0,其它,,,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,35.0,男,-2.0
0,新一线城市,,,高中,一致,0,未婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,25.0,男,3.0
1,其它,,,小学,一致,0,已婚,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,39.0,男,0.0
1,其它,,,Missing,不一致,0,未说明,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,53.0,男,17.0
1,其它,,,Missing,不一致,0,未说明,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,53.0,男,17.0
0,其它,,,初中,一致,0,已婚,,12-24个月,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,25.0,男,-1.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,44.0,男,46.0
0,新一线城市,24000.0,9.0,Missing,一致,0,已婚,320.0,12个月以内,0.83,-2960.0,2.0,0.0,0.0,不一致,320.0,1.0,0.2,5.0,64.0,5.0,1.8,5.0,4800.0,5.0,0.0,0.0,0.0,1.0,35.0,女,17.0
1,二线城市,,,小学,一致,0,未说明,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,25.0,男,50.0
1,其它,500.0,1.0,初中,一致,0,离婚,0.0,24 个月以上,0.96,0.0,1.0,0.0,1.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,500.0,1.0,0.0,0.0,0.0,1.0,37.0,男,0.0
1,其它,500.0,1.0,初中,一致,0,离婚,0.0,24 个月以上,0.96,0.0,1.0,0.0,1.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,500.0,1.0,0.0,0.0,0.0,1.0,37.0,男,0.0
1,二线城市,,,初中,一致,1,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,50.0,男,11.0
0,其它,,,初中,一致,0,已婚,4600.0,24 个月以上,0.85,0.0,0.0,0.0,0.0,一致,8170.0,12.0,4.333333333333333,3.0,2723.333333333333,3.0,,,,,0.0,0.0,0.0,1.0,52.0,男,-7.0
0,其它,2400.0,2.0,初中,一致,0,已婚,220.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,220.0,1.0,0.3333333333333333,3.0,73.33333333333333,3.0,1.0,2.0,1200.0,2.0,0.0,0.0,0.0,1.0,27.0,男,-1.0
1,其它,,,初中,一致,0,已婚,310.0,24 个月以上,0.92,310.0,1.0,0.0,1.0,一致,310.0,4.0,1.0,4.0,77.5,4.0,,,,,0.0,1.0,0.0,1.0,27.0,男,3.0
0,其它,,,小学,一致,0,已婚,30000.0,24 个月以上,0.96,30000.0,3.0,0.0,0.0,不一致,30000.0,3.0,1.5,2.0,15000.0,2.0,,,,,0.0,0.0,0.0,1.0,44.0,男,-3.0
0,其它,,,专科,一致,0,已婚,70600.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,74920.0,3.0,1.0,3.0,24973.33333333333,3.0,,,,,0.0,0.0,0.0,1.0,54.0,男,11.0
0,其它,,,小学,一致,0,未婚,15000.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,15000.0,1.0,0.5,2.0,7500.0,2.0,,,,,0.0,0.0,0.0,1.0,41.0,男,-11.0
0,其它,20500.0,11.0,初中,一致,0,已婚,7180.0,24 个月以上,0.52,30870.0,21.0,16260.0,6.0,一致,30870.0,21.0,2.0,11.0,2802.7272727272725,11.0,2.75,4.0,5125.0,4.0,0.0,0.0,0.0,1.0,44.0,男,0.0
0,二线城市,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,43.0,男,8.0
0,其它,,,高中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,45.0,男,64.0
0,二线城市,1100.0,2.0,初中,一致,0,已婚,21000.0,24 个月以上,0.9,63000.0,9.0,0.0,0.0,一致,63000.0,9.0,2.25,4.0,15750.0,4.0,2.0,1.0,1100.0,1.0,0.0,0.0,0.0,1.0,36.0,男,-1.0
0,其它,,,小学,一致,0,未婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,1.0
0,其它,5200.0,6.0,Missing,一致,0,未说明,160.0,24 个月以上,0.9,0.0,1.0,0.0,0.0,一致,160.0,1.0,0.2,5.0,32.0,5.0,2.0,3.0,1733.333333333333,3.0,0.0,0.0,0.0,1.0,22.0,男,0.0
1,其它,,,初中,一致,0,已婚,30.0,24 个月以上,0.94,-1360.0,2.0,0.0,0.0,一致,30.0,1.0,0.5,2.0,15.0,2.0,,,,,0.0,0.0,0.0,1.0,29.0,男,32.0
0,二线城市,,,初中,一致,0,已婚,0.0,24 个月以上,0.88,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,5.0,0.0,5.0,,,,,0.0,0.0,0.0,1.0,39.0,男,-5.0
0,其它,19500.0,11.0,高中,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,5.5,2.0,9750.0,2.0,0.0,0.0,0.0,1.0,35.0,男,1.0
1,其它,,,初中,一致,0,离婚,,,0.98,0.0,1.0,0.0,0.0,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,49.0,男,0.0
0,其它,,,小学,一致,0,未婚,,12-24个月,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,46.0
0,其它,,,高中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,男,30.0
1,其它,,,初中,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,34.0,男,-9.0
1,其它,,,初中,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,34.0,男,-9.0
0,其它,,,Missing,一致,0,未说明,2580.0,12-24个月,0.98,0.0,0.0,0.0,0.0,一致,2580.0,2.0,2.0,1.0,2580.0,1.0,,,,,0.0,0.0,0.0,1.0,29.0,男,8.0
0,其它,22900.0,11.0,初中,一致,0,已婚,50.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,一致,50.0,1.0,0.25,4.0,12.5,4.0,3.6666666666666665,3.0,7633.333333333332,3.0,0.0,0.0,0.0,1.0,32.0,男,35.0
0,其它,11900.0,6.0,初中,一致,0,已婚,1000.0,24 个月以上,0.87,0.0,0.0,0.0,0.0,一致,3400.0,4.0,0.6666666666666666,6.0,566.6666666666666,6.0,1.5,4.0,2975.0,4.0,0.0,0.0,0.0,1.0,28.0,男,9.0
0,其它,9900.0,4.0,Missing,一致,0,未说明,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,9900.0,1.0,0.0,0.0,0.0,1.0,35.0,男,2.0
0,其它,,,初中,一致,0,已婚,5000.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,5380.0,2.0,1.0,2.0,2690.0,2.0,,,,,0.0,0.0,0.0,1.0,30.0,男,55.0
1,其它,9000.0,9.0,Missing,一致,0,已婚,3380.0,12-24个月,0.85,20.0,2.0,0.0,0.0,一致,5950.0,9.0,1.8,5.0,1188.0,5.0,2.25,4.0,2250.0,4.0,0.0,0.0,0.0,1.0,24.0,男,0.0
1,其它,9000.0,9.0,Missing,一致,0,已婚,3380.0,12-24个月,0.85,20.0,2.0,0.0,0.0,一致,5950.0,9.0,1.8,5.0,1188.0,5.0,2.25,4.0,2250.0,4.0,0.0,0.0,0.0,1.0,24.0,男,0.0
1,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,38.0,男,13.0
1,其它,600.0,2.0,初中,一致,0,未婚,150.0,12-24个月,0.92,0.0,0.0,0.0,0.0,一致,300.0,2.0,0.5,4.0,75.0,4.0,1.0,2.0,300.0,2.0,0.0,0.0,0.0,1.0,30.0,男,6.0
0,其它,10000.0,2.0,Missing,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,10000.0,1.0,0.0,0.0,0.0,1.0,42.0,女,22.0
0,二线城市,3000.0,1.0,初中,一致,0,未说明,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3000.0,1.0,0.0,0.0,0.0,1.0,41.0,男,1.0
0,其它,,,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,34.0,女,-11.0
0,新一线城市,20000.0,6.0,初中,一致,0,离婚,0.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,20000.0,1.0,0.0,0.0,0.0,1.0,36.0,男,53.0
1,其它,,,初中,一致,0,已婚,20000.0,,0.9,30120.0,4.0,0.0,0.0,一致,30320.0,5.0,1.0,5.0,6064.0,5.0,,,,,0.0,0.0,0.0,1.0,42.0,男,-3.0
0,其它,10500.0,6.0,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,10500.0,1.0,0.0,0.0,0.0,0.0,32.0,男,-2.0
0,其它,,,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,32.0,男,26.0
0,其它,,,Missing,一致,0,未说明,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,男,15.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,40.0,男,11.0
0,新一线城市,4800.0,9.0,小学,一致,0,已婚,34590.0,24 个月以上,0.56,3340.0,93.0,0.0,0.0,一致,39500.0,87.0,12.142857142857142,7.0,5638.571428571428,7.0,1.8,5.0,960.0,5.0,0.0,0.0,0.0,1.0,39.0,男,5.0
0,其它,,,小学,一致,0,已婚,5000.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,5000.0,1.0,1.0,1.0,5000.0,1.0,,,,,0.0,0.0,0.0,1.0,30.0,男,-5.0
0,其它,,,初中,一致,0,未婚,14830.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,14830.0,1.0,1.0,1.0,14830.0,1.0,,,,,0.0,1.0,0.0,1.0,35.0,男,-13.0
0,其它,12300.0,6.0,高中,一致,0,已婚,230.0,,0.9,0.0,0.0,0.0,0.0,一致,230.0,1.0,0.25,4.0,57.5,4.0,1.5,4.0,3075.0,4.0,0.0,0.0,1.0,1.0,27.0,男,-4.0
0,其它,22500.0,6.0,专科,一致,0,已婚,5000.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,一致,5000.0,1.0,0.25,4.0,1250.0,4.0,2.0,3.0,7500.0,3.0,0.0,0.0,0.0,1.0,37.0,男,0.0
0,其它,,,初中,一致,0,未说明,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,不一致,0.0,1.0,0.5,2.0,0.0,2.0,,,,,0.0,0.0,0.0,1.0,33.0,男,-2.0
0,二线城市,,,初中,一致,0,已婚,2300.0,12-24个月,0.94,0.0,0.0,0.0,0.0,不一致,2390.0,4.0,1.3333333333333333,3.0,796.6666666666665,3.0,,,,,0.0,0.0,0.0,1.0,37.0,女,8.0
0,其它,1000.0,1.0,初中,一致,0,已婚,2140.0,24 个月以上,0.85,80.0,3.0,0.0,0.0,一致,3450.0,12.0,3.25,4.0,857.5,4.0,1.0,1.0,1000.0,1.0,0.0,0.0,0.0,1.0,29.0,男,-1.0
0,其它,,,初中,一致,0,已婚,220.0,12-24个月,0.96,220.0,3.0,0.0,0.0,无记录,220.0,2.0,2.0,1.0,220.0,1.0,,,,,0.0,0.0,0.0,1.0,27.0,女,29.0
1,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,36.0,男,-9.0
0,其它,,,初中,一致,0,已婚,110.0,24 个月以上,0.9,230.0,6.0,0.0,0.0,一致,230.0,5.0,1.0,5.0,42.0,5.0,,,,,0.0,0.0,0.0,1.0,32.0,男,6.0
0,一线城市,,,初中,一致,0,已婚,100.0,24 个月以上,0.98,100.0,1.0,0.0,0.0,一致,100.0,1.0,1.0,1.0,100.0,1.0,,,,,0.0,0.0,0.0,1.0,27.0,男,-2.0
0,其它,,,高中,一致,0,离婚,0.0,24 个月以上,0.88,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,5.0,0.0,5.0,,,,,0.0,0.0,0.0,1.0,33.0,男,16.0
0,其它,,,初中,一致,0,已婚,7000.0,24 个月以上,0.9,21100.0,4.0,0.0,0.0,一致,21100.0,4.0,0.8,5.0,4220.0,5.0,,,,,0.0,0.0,0.0,1.0,40.0,男,-3.0
0,其它,,,初中,一致,0,未婚,,24 个月以上,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,男,19.0
0,其它,,,高中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,55.0,男,15.0
0,其它,2000.0,1.0,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2000.0,1.0,0.0,0.0,0.0,1.0,37.0,男,1.0
0,其它,400.0,1.0,高中,一致,0,已婚,900.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,900.0,2.0,0.5,4.0,225.0,4.0,1.0,1.0,400.0,1.0,0.0,0.0,0.0,1.0,26.0,男,7.0
1,二线城市,,,小学,一致,0,未婚,,12个月以内,0.98,0.0,0.0,0.0,0.0,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,0.0
1,二线城市,,,小学,一致,0,未婚,,12个月以内,0.98,0.0,0.0,0.0,0.0,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,0.0
0,其它,,,Missing,一致,0,已婚,50.0,12-24个月,0.92,0.0,0.0,0.0,0.0,一致,50.0,1.0,0.25,4.0,12.5,4.0,,,,,0.0,0.0,0.0,1.0,21.0,男,5.0
0,其它,21600.0,23.0,初中,一致,0,已婚,4110.0,24 个月以上,0.52,13360.0,10.0,5000.0,5.0,一致,13660.0,9.0,0.9166666666666666,12.0,1136.6666666666667,12.0,2.555555555555556,9.0,2400.0,9.0,0.0,0.0,0.0,1.0,40.0,男,37.0
0,其它,,,初中,一致,0,已婚,270.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,270.0,1.0,1.0,1.0,270.0,1.0,,,,,0.0,0.0,0.0,1.0,36.0,男,-2.0
0,二线城市,1200.0,2.0,初中,一致,0,未说明,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1200.0,1.0,0.0,0.0,0.0,1.0,30.0,男,-3.0
1,二线城市,,,小学,一致,0,未婚,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,37.0,男,0.0
1,二线城市,,,小学,一致,0,未婚,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,37.0,男,0.0
0,其它,,,小学,一致,0,已婚,1000.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,2000.0,4.0,1.3333333333333333,3.0,666.6666666666666,3.0,,,,,0.0,0.0,0.0,1.0,42.0,男,-1.0
0,其它,,,小学,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,47.0,女,0.0
0,新一线城市,,,本科以上,一致,0,未说明,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,38.0,男,-4.0
0,其它,,,初中,一致,0,已婚,21000.0,24 个月以上,0.98,21000.0,3.0,0.0,0.0,一致,21000.0,3.0,3.0,1.0,21000.0,1.0,,,,,0.0,0.0,0.0,1.0,40.0,男,0.0
0,其它,,,初中,一致,0,已婚,3000.0,12-24个月,0.94,0.0,0.0,0.0,0.0,不一致,4460.0,3.0,1.0,3.0,1486.666666666667,3.0,,,,,0.0,0.0,0.0,1.0,32.0,男,-3.0
0,其它,,,初中,一致,0,已婚,6600.0,,0.94,0.0,0.0,0.0,0.0,一致,6600.0,1.0,0.5,2.0,3300.0,2.0,,,,,0.0,1.0,0.0,1.0,33.0,男,14.0
0,二线城市,,,初中,一致,0,已婚,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,43.0,男,6.0
0,其它,,,专科,一致,0,离婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,36.0,女,0.0
0,其它,,,初中,一致,0,已婚,100.0,12-24个月,0.96,0.0,0.0,0.0,0.0,不一致,100.0,1.0,1.0,1.0,100.0,1.0,,,,,0.0,0.0,0.0,1.0,45.0,男,0.0
0,一线城市,,,本科以上,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,31.0,男,-1.0
0,其它,,,初中,一致,0,已婚,4000.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,4000.0,1.0,1.0,1.0,4000.0,1.0,,,,,0.0,0.0,0.0,1.0,32.0,男,0.0
0,其它,,,初中,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,28.0,男,-10.0
0,其它,4000.0,2.0,小学,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4000.0,1.0,0.0,0.0,0.0,1.0,28.0,男,-2.0
0,其它,,,小学,一致,0,未婚,150.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,150.0,1.0,1.0,1.0,150.0,1.0,,,,,0.0,0.0,0.0,1.0,24.0,男,-9.0
0,其它,40700.0,24.0,初中,一致,0,已婚,1420.0,24 个月以上,0.65,470.0,6.0,0.0,0.0,一致,4040.0,12.0,1.4444444444444444,9.0,446.66666666666674,9.0,3.4285714285714284,7.0,5814.285714285716,7.0,0.0,0.0,0.0,1.0,35.0,男,-4.0
0,其它,,,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,28.0,女,12.0
0,其它,,,初中,一致,0,未婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,26.0,男,49.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,32.0,女,37.0
1,其它,900.0,5.0,高中,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,900.0,1.0,0.0,0.0,0.0,1.0,54.0,男,0.0
1,其它,900.0,5.0,高中,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,900.0,1.0,0.0,0.0,0.0,1.0,54.0,男,0.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,32.0,男,2.0
0,其它,1500.0,1.0,初中,一致,0,已婚,1230.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,1230.0,1.0,0.5,2.0,615.0,2.0,1.0,1.0,1500.0,1.0,0.0,0.0,0.0,1.0,37.0,男,1.0
0,其它,,,初中,一致,0,未婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,31.0,女,-11.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,0.0
0,其它,,,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,40.0,男,0.0
0,二线城市,3000.0,1.0,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3000.0,1.0,0.0,0.0,0.0,1.0,31.0,男,4.0
0,其它,,,初中,一致,0,未婚,100.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,100.0,1.0,1.0,1.0,100.0,1.0,,,,,0.0,0.0,0.0,1.0,20.0,男,1.0
0,二线城市,3900.0,9.0,专科,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,4.5,2.0,1950.0,2.0,0.0,0.0,0.0,1.0,32.0,男,9.0
0,其它,7900.0,4.0,小学,一致,0,未婚,24700.0,24 个月以上,0.83,-5270.0,2.0,0.0,0.0,一致,29700.0,2.0,0.4,5.0,5940.0,5.0,4.0,1.0,7900.0,1.0,0.0,0.0,0.0,0.0,34.0,男,-7.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,46.0,男,5.0
1,其它,,,高中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,58.0,女,0.0
0,其它,2700.0,3.0,小学,一致,0,未婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,1.5,2.0,1350.0,2.0,0.0,0.0,0.0,1.0,29.0,男,0.0
0,其它,,,Missing,一致,0,未婚,10.0,,0.96,10.0,1.0,0.0,0.0,不一致,10.0,1.0,0.5,2.0,5.0,2.0,,,,,0.0,0.0,0.0,1.0,22.0,男,-2.0
0,其它,400.0,1.0,小学,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,400.0,1.0,0.0,0.0,0.0,1.0,32.0,男,1.0
